text,clean,label,sentiment,vader_compound,vader_pos,vader_neg,vader_pred
"Now I had the pleasure of first viewing Contaminated Man when it premiered on TV back in December of 2000.<br /><br />An infectious disease expert (William Hurt) looses his family when an unknown disease enters his home and kills them. Now some years later he is now in Russia or someplace. I'm not sure where exactly, all I know is it takes place somewhere in that area. Anyway, because of budget cutbacks at an infectious disease laboratory, they are forced to lay off most of their workers. One of them, a disgruntled security guard named Joseph Muller (played Peter Weller, best known for his role as the indestructible Robocop) goes in there and demands that they give him his job back. He needs this job because he is divorced and he needs it to pay child support. So he goes in there, a fight breaks out, and some things get knocked over, dangerous things. It's soon discovered that Muller has been infected with a deadly pathogen. In fact it's so deadly, one drop of his blood will kill a person in matter of seconds. Soon word gets out and the disease expert (Hurt) is called in to investigate and he later teamed up with an American reporter. Now Muller is determined to get home to see his wife and son and will stop at nothing even if he has to infect the entire Russian population.<br /><br />Now as I said before this film is a lot like Falling Down. We have a disturbed person (Weller here, Michael Douglas in Falling Down) who will stop at nothing to accomplish there goal even if they have to kill a few people in the process. Next we have a hero-type person (Hurt here, Robert Duvall in Falling Down) who is both sympathetic and determined to stop the antagonist.<br /><br />Contaminated Man is in fact a very good film with a good story line and some very good performances.<br /><br />8/10",now i had the pleasure of first viewing contaminated man when it premiered on tv back in december of an infectious disease expert william hurt looses his family when an unknown disease enters his home and kills them now some years later he is now in russia or someplace i m not sure where exactly all i know is it takes place somewhere in that area anyway because of budget cutbacks at an infectious disease laboratory they are forced to lay off most of their workers one of them a disgruntled security guard named joseph muller played peter weller best known for his role as the indestructible robocop goes in there and demands that they give him his job back he needs this job because he is divorced and he needs it to pay child support so he goes in there a fight breaks out and some things get knocked over dangerous things it s soon discovered that muller has been infected with a deadly pathogen in fact it s so deadly one drop of his blood will kill a person in matter of seconds soon word gets out and the disease expert hurt is called in to investigate and he later teamed up with an american reporter now muller is determined to get home to see his wife and son and will stop at nothing even if he has to infect the entire russian population now as i said before this film is a lot like falling down we have a disturbed person weller here michael douglas in falling down who will stop at nothing to accomplish there goal even if they have to kill a few people in the process next we have a hero type person hurt here robert duvall in falling down who is both sympathetic and determined to stop the antagonist contaminated man is in fact a very good film with a good story line and some very good performances,1,positive,-0.8618,0.098,0.132,negative
"Let's face it; Nancy Drew was never great literature. It is in the same category as babysitter club, magic tree house, Goosebumps, ABC Mysteries. In fact, it was one of the original formula stories. Nancy is perfect, pretty, thoughtful, ""nice"", has no internal conflicts ever! and never changes. Ned is pretty much the same. The movie was true to that style and I have to say, I liked it. It will never be a great movie, but it had a that same nostalgic flavor that the books held. It had just the right amount of suspense for my children (8 and 10.) There was almost no offensive language. I liked the push for more conservative dress.<br /><br />Corky was a bit of an annoyance. He was a little out of place on a high school campus. I never quite got why he was there in the first place.",let s face it nancy drew was never great literature it is in the same category as babysitter club magic tree house goosebumps abc mysteries in fact it was one of the original formula stories nancy is perfect pretty thoughtful nice has no internal conflicts ever and never changes ned is pretty much the same the movie was true to that style and i have to say i liked it it will never be a great movie but it had a that same nostalgic flavor that the books held it had just the right amount of suspense for my children and there was almost no offensive language i liked the push for more conservative dress corky was a bit of an annoyance he was a little out of place on a high school campus i never quite got why he was there in the first place,1,positive,0.6874,0.139,0.105,positive
"What a perfect example of ""Less Is More..."" Kurt Russell (Sgt. Todd) only has 72 lines, and something like 104 words. What a challenge! Like a black and white photo, when your mind's eye has to fill in the blanks, the facial expressions, the physical drama, the emotive gesture, all combines to make a stronger impact. This is one of those top 5 movies I can't live without, right up there with the classics like Road Warrior. If you liked this, check out ""Mad Max 2, The Road Warrior"" and ""Braveheart"" both starring Mel Gibson. Also ""Gladiator"" with Russell Crowe and Connie Nielsen who was in Soldier also. The ""Thirteenth Warrior"" starring Antonio Banderas and ""Blade Runner"" starring Harrison Ford.",what a perfect example of less is more kurt russell sgt todd only has lines and something like words what a challenge like a black and white photo when your mind s eye has to fill in the blanks the facial expressions the physical drama the emotive gesture all combines to make a stronger impact this is one of those top movies i can t live without right up there with the classics like road warrior if you liked this check out mad max the road warrior and braveheart both starring mel gibson also gladiator with russell crowe and connie nielsen who was in soldier also the thirteenth warrior starring antonio banderas and blade runner starring harrison ford,1,positive,0.9299,0.156,0.025,positive
"This movie for what it is, may be one of the most amazing indie films of recent day. Made on a super small budget, the film has special effects that blow away alot of the current films! IF you have a chance watch it!",this movie for what it is may be one of the most amazing indie films of recent day made on a super small budget the film has special effects that blow away alot of the current films if you have a chance watch it,1,positive,0.9228,0.259,0.0,positive
"If you were born around the time this movie was finished, and had a liberal/open minded household that I had, I'm sure during the early 80's you'd be first introduced to walking in on your parents watching dirty movies or extreme dirty movies. You know, not 100% pornographic but rather an alchemical mixture of actual drama and pornography, or that you'd sneak into their collection and pop in the plastic rectangle representation of such a film in a big dookie machine called a VHS. You had to be very quiet and ninja like but still having minor heart failure when huge pop noises were made when pressing the tablet-like buttons out of fear of being discovered. Whatever the case, such films were sent into the back of your mind, waiting and waiting to be reunited with such visual ""art"". Needless to say, this movie fits into the aforementioned description to a ""T"". Many people will comment on the extreme sexual nature of the film but perhaps due to me being desensitized, I am more disturbed by the subtleties. Was the creator speaking to us on deeper levels of human carnality and or what could be considered a true abomination, interracial relations, bed frame masturbation, voyeurism, or could it be desperation for social status to the point of murder, pedophilia/homosexuality, or the repressed sexual nature of social elitist females in 18th century France? Who can say, but despite Mr. Borowcyzk's taste for vivid, raw sexuality being the ""norm"" for his works, I'd say that indeed this movie does speak to the viewer on a deeper level concerning bestial carnality. Once I have learned this, the story became much more interesting beyond the giddiness of shock value and there fore, it is well worth checking out.",if you were born around the time this movie was finished and had a liberal open minded household that i had i m sure during the early s you d be first introduced to walking in on your parents watching dirty movies or extreme dirty movies you know not pornographic but rather an alchemical mixture of actual drama and pornography or that you d sneak into their collection and pop in the plastic rectangle representation of such a film in a big dookie machine called a vhs you had to be very quiet and ninja like but still having minor heart failure when huge pop noises were made when pressing the tablet like buttons out of fear of being discovered whatever the case such films were sent into the back of your mind waiting and waiting to be reunited with such visual art needless to say this movie fits into the aforementioned description to a t many people will comment on the extreme sexual nature of the film but perhaps due to me being desensitized i am more disturbed by the subtleties was the creator speaking to us on deeper levels of human carnality and or what could be considered a true abomination interracial relations bed frame masturbation voyeurism or could it be desperation for social status to the point of murder pedophilia homosexuality or the repressed sexual nature of social elitist females in th century france who can say but despite mr borowcyzk s taste for vivid raw sexuality being the norm for his works i d say that indeed this movie does speak to the viewer on a deeper level concerning bestial carnality once i have learned this the story became much more interesting beyond the giddiness of shock value and there fore it is well worth checking out,1,positive,-0.9144,0.073,0.103,negative
"This story was never among my favourites in Christie's works so I was pleasantly surprised to quite enjoy this adaptation. The mouse motif was effective if a little overdone, the bones of the story are there although more emphasis is placed on the 'crime in the past' subplot. The students were all pretty much as I imagined them although its a pity they weren't a more cosmopolitan bunch - perhaps the revised thirties setting didn't allow for that! I thought some very daring risks were taken with the filming; perhaps its because I've not long re-read the book but it seemed pretty obvious to me who the murderer was from their appearance in some reveal shots quite early on.<br /><br />Humour was much more prevalent in these early Poirots. Sometimes it works but I found a lot of it rather heavy handed in this episode (though I did smile at the 'Lemon sole' throwaway line). Altogether though, a solid entry in the series though not one of the best.",this story was never among my favourites in christie s works so i was pleasantly surprised to quite enjoy this adaptation the mouse motif was effective if a little overdone the bones of the story are there although more emphasis is placed on the crime in the past subplot the students were all pretty much as i imagined them although its a pity they weren t a more cosmopolitan bunch perhaps the revised thirties setting didn t allow for that i thought some very daring risks were taken with the filming perhaps its because i ve not long re read the book but it seemed pretty obvious to me who the murderer was from their appearance in some reveal shots quite early on humour was much more prevalent in these early poirots sometimes it works but i found a lot of it rather heavy handed in this episode though i did smile at the lemon sole throwaway line altogether though a solid entry in the series though not one of the best,1,positive,0.9236,0.15,0.072,positive
"This production of Oliver is masterful in showing layers of evil in the human soul. What makes the story remarkable is a brilliantly bright Unseen Character, who pierces this darkness as he leads an innocent boy through the gravest dangers safely into the hands of his own relative. Yea, though Oliver walks through the valley of the shadow of death, he fears no evil. A rod and staff are there to comfort him. In the end, he is saved from the dregs of humanity. At the bottom is Fagin, the most wicked of the lot. Fagin contemplates repenting of his ways not once, but twice, yet declines because he is unwilling to pay the price. Fagin is worse than Bill Sikes, because he raises little pickpockets who become murderers. In the middle is Oliver. His innocence is unsullied, but untried as well. The best is Nancy. Lacking in judgment, she ignores Bill Sikes' violent nature out of her deep need for love. Yet unlike Fagin, at the probable cost of her own life, she does repent of her sins by saving Oliver from Bill. Things are not as they seem. In my opinion, this quality is what makes art worthwhile - unpredictability. I would give this film a ""10,"" but its '70's made-for-TV soundtrack and ambiance were distracting. Overall, a fine parable and a thoroughly appropriate story for all audiences.",this production of oliver is masterful in showing layers of evil in the human soul what makes the story remarkable is a brilliantly bright unseen character who pierces this darkness as he leads an innocent boy through the gravest dangers safely into the hands of his own relative yea though oliver walks through the valley of the shadow of death he fears no evil a rod and staff are there to comfort him in the end he is saved from the dregs of humanity at the bottom is fagin the most wicked of the lot fagin contemplates repenting of his ways not once but twice yet declines because he is unwilling to pay the price fagin is worse than bill sikes because he raises little pickpockets who become murderers in the middle is oliver his innocence is unsullied but untried as well the best is nancy lacking in judgment she ignores bill sikes violent nature out of her deep need for love yet unlike fagin at the probable cost of her own life she does repent of her sins by saving oliver from bill things are not as they seem in my opinion this quality is what makes art worthwhile unpredictability i would give this film a but its s made for tv soundtrack and ambiance were distracting overall a fine parable and a thoroughly appropriate story for all audiences,1,positive,-0.8137,0.134,0.165,negative
"I love cinema so what I'm about to confess embarrasses me deeply. I had given a thumbs down to ""Che, Parts 1 and 2"" without having seen the film. Terrible I know. But I felt into a trap perpetrated by...who? I don't really know but there has been a negative word of mouth that spread like wild fire and, no matter how smart I think I am, I fell into it. But, thankfully, I bumped into an Argeninean film director, Martin Donovan, a man I love and admire. When I told him I wasn't going to see it because I knew the film was a failure he looked at me as if he was ready to punch me right on the face and Donovan is a pacifist! He took me aside and told me how much he loved the film and why. I went to see both parts straight away and, ""Che, part 1 and 2"" is the best film I've seen in 2008. It is, of such purity that it will remind you of the work of some of the great masters of the past. The regard for its audience is something that we're not used to anymore. I don't know if we ever were. Riveting, moving, without concessions and Benicio del Toro is just extraordinary. We can see his soul, we can actually perceive it. The humanity of the man is overwhelming. So, thank you Martin Donovan once again for educating me so honestly. Bravo Del Toro, Bravo Soderbergh and everyone involved in this landmark film. Don't commit the mistake I was about to commit. Go see it, now, on the big screen",i love cinema so what i m about to confess embarrasses me deeply i had given a thumbs down to che parts and without having seen the film terrible i know but i felt into a trap perpetrated by who i don t really know but there has been a negative word of mouth that spread like wild fire and no matter how smart i think i am i fell into it but thankfully i bumped into an argeninean film director martin donovan a man i love and admire when i told him i wasn t going to see it because i knew the film was a failure he looked at me as if he was ready to punch me right on the face and donovan is a pacifist he took me aside and told me how much he loved the film and why i went to see both parts straight away and che part and is the best film i ve seen in it is of such purity that it will remind you of the work of some of the great masters of the past the regard for its audience is something that we re not used to anymore i don t know if we ever were riveting moving without concessions and benicio del toro is just extraordinary we can see his soul we can actually perceive it the humanity of the man is overwhelming so thank you martin donovan once again for educating me so honestly bravo del toro bravo soderbergh and everyone involved in this landmark film don t commit the mistake i was about to commit go see it now on the big screen,1,positive,0.9892,0.192,0.086,positive
"I sat down to watch this film with much trepidation and little hope. I didn't think it would be possible for this film to live up to its subject matter. But it absolutely did, and then some. First, I must say that Jared Harris did an extraordinary job as John Lennon. At times it seemed that Harris was channeling Lennon. The resemblance was often uncanny, and he clearly studied Lennon's mannerisms and vocal inflections. Aiden Quinn was quite good as McCartney, also bearing a striking resemblance to Macca, although he did occasionally trip over his Scouse accent.<br /><br />This work of fiction was well-written and well-directed. It was pure fantasy, of course, but sometimes I felt like a voyeur peeking through a keyhole at this reunion. The rooftop scene was especially moving, as McCartney told Lennon what he had never heard as a child--that he was worthy and important, and it could never be his fault that he was abandoned by his parents. I also enjoyed the scene in the park where the pair of them danced with absolute abandon to the reggae band!<br /><br />My one complaint would be this: I am not so sure that John was as caustic as he was portrayed in the film at this stage in his life. He had settled in to his domestic situation quite nicely, and he was actually known to be quite friendly when approached by fans. Only a few years later, he was very friendly when he was first approached by his assassin for an autograph on the day he was murdered.<br /><br />Mostly this film served to stir up those feelings again about what might have been had John lived a bit longer. I am quite sure the Beatles would have come back together at some stage. And I am quite certain that Lennon and McCartney would still be friends today.<br /><br />Well done, VH1. I will watch it again and again.<br /><br />",i sat down to watch this film with much trepidation and little hope i didn t think it would be possible for this film to live up to its subject matter but it absolutely did and then some first i must say that jared harris did an extraordinary job as john lennon at times it seemed that harris was channeling lennon the resemblance was often uncanny and he clearly studied lennon s mannerisms and vocal inflections aiden quinn was quite good as mccartney also bearing a striking resemblance to macca although he did occasionally trip over his scouse accent this work of fiction was well written and well directed it was pure fantasy of course but sometimes i felt like a voyeur peeking through a keyhole at this reunion the rooftop scene was especially moving as mccartney told lennon what he had never heard as a child that he was worthy and important and it could never be his fault that he was abandoned by his parents i also enjoyed the scene in the park where the pair of them danced with absolute abandon to the reggae band my one complaint would be this i am not so sure that john was as caustic as he was portrayed in the film at this stage in his life he had settled in to his domestic situation quite nicely and he was actually known to be quite friendly when approached by fans only a few years later he was very friendly when he was first approached by his assassin for an autograph on the day he was murdered mostly this film served to stir up those feelings again about what might have been had john lived a bit longer i am quite sure the beatles would have come back together at some stage and i am quite certain that lennon and mccartney would still be friends today well done vh i will watch it again and again,1,positive,0.9856,0.136,0.048,positive
"Acting This film is a very well acted film. I will say that the performances are slightly weak at times; but for the most part, the acting is very good. The only actor that blew me away with his performance was Jude Law as Harlen Maguire. He was incredible! Tom Hanks seemed alittle unsure at at a few points throughout the film but he too was incredible. Paul Newman, good as always. Cinematography This is what made the movie a masterpiece (and I rarely use that word). Conrad Hall is a true genius. If at any point in the movie you were to pause it, you will see the delicately crafted work of this man. He sets up every shot so that nothing is left out. When the camera is still, there is a postcard like quality to the screen. When the camera is moving, every shot is planned to understated perfection. But it doesn't stop there. Conrads choice of colors and contrast between light and dark settings is a work of art. The way he lights the set is some of the most amazing lighting work I've seen. His work on this movie made it what it is. This movie is at the top of the list for best Cinematography with LOTR, Black Hawk Down, Hero, CTHD, Moulin Rouge, and Vertigo. Story People will say this movie is a 1930s gangster flick but, I believe they missed the point of the movie. It is a love story about a hit-man who fails in trying to protect his son from the life he chose. It is a brilliantly crafted story that unfolds into a beautiful bond between two people who have nothing but each other. The screen Writing is worthy of an Oscar. Music Thomas Newman conducts a sad but hopeful score to intensify this sad but hopeful story. The music is some of the most beautiful and moving scores I've herd. Direction Sam Mendes is a new director with a feel of an experienced director. The symbols he uses and the performances he gets from his actors is a rarity in todays film-making world. I will be on the lookout for the next Sam Mendes Film. 10/10 one of the most moving and beautiful movies I've ever seen.",acting this film is a very well acted film i will say that the performances are slightly weak at times but for the most part the acting is very good the only actor that blew me away with his performance was jude law as harlen maguire he was incredible tom hanks seemed alittle unsure at at a few points throughout the film but he too was incredible paul newman good as always cinematography this is what made the movie a masterpiece and i rarely use that word conrad hall is a true genius if at any point in the movie you were to pause it you will see the delicately crafted work of this man he sets up every shot so that nothing is left out when the camera is still there is a postcard like quality to the screen when the camera is moving every shot is planned to understated perfection but it doesn t stop there conrads choice of colors and contrast between light and dark settings is a work of art the way he lights the set is some of the most amazing lighting work i ve seen his work on this movie made it what it is this movie is at the top of the list for best cinematography with lotr black hawk down hero cthd moulin rouge and vertigo story people will say this movie is a s gangster flick but i believe they missed the point of the movie it is a love story about a hit man who fails in trying to protect his son from the life he chose it is a brilliantly crafted story that unfolds into a beautiful bond between two people who have nothing but each other the screen writing is worthy of an oscar music thomas newman conducts a sad but hopeful score to intensify this sad but hopeful story the music is some of the most beautiful and moving scores i ve herd direction sam mendes is a new director with a feel of an experienced director the symbols he uses and the performances he gets from his actors is a rarity in todays film making world i will be on the lookout for the next sam mendes film one of the most moving and beautiful movies i ve ever seen,1,positive,0.9979,0.213,0.043,positive
"Old People Show???? I'm 15 and have been watching the show since I was 12, recoding it onto my Sky+ box everyday from Hallmark and BBC 1. I really wish they hadn't cancelled it, they didn't even get a proper farewell. But what an adventure, all those episodes, I think I've seen them all, and not one comes to mind that I didn't like and enjoy.<br /><br />Its a shame the BBC keep swapping between Diagnoses Murder and 'Murder She Wrote'- Never watched it and don't intend to. Anyways, he characters in Diagnoses Murder are so in-depth, and the chemistry between the actors is amazing. It really was a sad day when they cancelled this show........",old people show i m and have been watching the show since i was recoding it onto my sky box everyday from hallmark and bbc i really wish they hadn t cancelled it they didn t even get a proper farewell but what an adventure all those episodes i think i ve seen them all and not one comes to mind that i didn t like and enjoy its a shame the bbc keep swapping between diagnoses murder and murder she wrote never watched it and don t intend to anyways he characters in diagnoses murder are so in depth and the chemistry between the actors is amazing it really was a sad day when they cancelled this show,1,positive,-0.976,0.095,0.223,negative
"Putting the UFO ""thing"" aside. This was the best documentary I've seen. Factual reporting by Neil and Buzz... a must see. The interviews and reporting are a revelation since most of the information was stamped confidential in 1969 and only released in 2006. No documentary to date has the detail or accuracy for such a brief 47 minutes... The FACTS will blow you away, and you will be left in awe of the risks taken to be the first on the moon... Neil and Buzz are probably the biggest hero's of our time. Ever see a man save his own life? Bet not. Neil saves his life when only mili-seconds separated him from death. Amazing to watch. It is a travesty people have not known all the details assosiated with landing on the moon and the courage those men had when facing certain death, from a failing computer... 10 stars!",putting the ufo thing aside this was the best documentary i ve seen factual reporting by neil and buzz a must see the interviews and reporting are a revelation since most of the information was stamped confidential in and only released in no documentary to date has the detail or accuracy for such a brief minutes the facts will blow you away and you will be left in awe of the risks taken to be the first on the moon neil and buzz are probably the biggest hero s of our time ever see a man save his own life bet not neil saves his life when only mili seconds separated him from death amazing to watch it is a travesty people have not known all the details assosiated with landing on the moon and the courage those men had when facing certain death from a failing computer stars,1,positive,-0.4389,0.098,0.115,negative
"***SPOILERS*** ***SPOILERS*** Well, seeing as I am a major H:LOTS fan, maybe I liked the movie more than normal people would. However, this movie is still excellent. It had tons of surprises, and it gave some more closure to the series. While I was sad that Bayliss turned into a murderer, the overall feeling I felt was satisfied.",spoilers spoilers well seeing as i am a major h lots fan maybe i liked the movie more than normal people would however this movie is still excellent it had tons of surprises and it gave some more closure to the series while i was sad that bayliss turned into a murderer the overall feeling i felt was satisfied,1,positive,0.7506,0.252,0.114,positive
"Wow this was a great Italian ""ZOMBIE"" movie by two great director's Luci Fulci (""ZOMBIE"") and Bruno Mattie (""HELL OF THE LIVING DEAD"") Lucio started this movie and was ill so the great Bruno took over and it turned out surprisingly better than I expected it to turn out so if you have seen ""HELL OF THE LIVING DEAD"" directed by Bruno Mattie and if you saw ""ZOMBIE"" directed by Lucio Fulci and liked both or one of theme then this is a movie you must watch it has great ""ZOMBIE"" make-up witch equals great looking ""ZOMBIES"" has a funny ""ZOMBIE"" flying head!And ""ZOMBIE"" birds that spit acid at you and turns you into a ""ZOMBIE"" (That Only Happed To Two People) but they are mainly just the great toxic ""ZOMBIES"" like in Bruno Matties ""HELL OF THE LIVING DEAD"".So if you like Italian ""ZOMBIE"" movies or just ""ZOMBIE"" movie's in general than check this one out its a great Italian ""ZOMBIE"" movie!",wow this was a great italian zombie movie by two great director s luci fulci zombie and bruno mattie hell of the living dead lucio started this movie and was ill so the great bruno took over and it turned out surprisingly better than i expected it to turn out so if you have seen hell of the living dead directed by bruno mattie and if you saw zombie directed by lucio fulci and liked both or one of theme then this is a movie you must watch it has great zombie make up witch equals great looking zombies has a funny zombie flying head and zombie birds that spit acid at you and turns you into a zombie that only happed to two people but they are mainly just the great toxic zombies like in bruno matties hell of the living dead so if you like italian zombie movies or just zombie movie s in general than check this one out its a great italian zombie movie,1,positive,0.9666,0.209,0.088,positive
"Return to Cabin by the Lake is Perhaps one of The Few Sequels that Can Live up to The Original. It Had Black Humor, Good Suspense, Nice Looking Girls, and Of Course, a Psycho Killer. What are We Missing? I Think Nothing. Except we Are Left with a Small Amount of Gore and Nudity because It Was Made for Television. Besides Being one Of The Best Sequels, it is one of The Best Thrillers to Watch as a Family. Recommended for Everyone.",return to cabin by the lake is perhaps one of the few sequels that can live up to the original it had black humor good suspense nice looking girls and of course a psycho killer what are we missing i think nothing except we are left with a small amount of gore and nudity because it was made for television besides being one of the best sequels it is one of the best thrillers to watch as a family recommended for everyone,1,positive,0.9169,0.223,0.068,positive
"TIGERLAND / (2000) ***1/2 (out of four)<br /><br />By Blake French:<br /><br />	Throughout the years audiences have seen and understood war films with every point of view possible, and somehow producers and writers always come up with new and innovative methods of portraying various soldiers on the battlefield. Joel Schumacher (""8MM,"" ""A Time to Kill""), easily one of the riskiest directors currently working, has found resemblance with ""The Thin Red Line"" in the way his new drama ""Tigerland"" steps in an individual soldier's shoes. This movie, written by Ross Klavan and Michael McGuther, has more guts and irony than ""The Thin Red Line"" or even ""Saving Private Ryan."" Although the movie's dramatic impact is somewhat lessened due to the perversity of the material present, it certainly enlightens us on a new perspective of young men training for war. <br /><br />	I would want to know Joel Schumacher's experiences with the army. Are the men really this unabashed and brutal? I am sure some of them are, but the movie views its uncompromising world through the eyes of a young man named Roland Bozz (Colin Farrell), who is rebellious against the ideas of war. His personality instantly counteracts with several other characters, one who becomes his best friend, Paxton (Matthew Davis), and another, Wilson (Russell Richardson), whose flamed temper often exasperates Bozz's tension with the idea of going to war. The war depicted in this production is not found on a battlefield, but on training grounds of a Louisiana-based instruction camp between conceptions and fears of the soldiers in training. This film is specifically about the preparation for war, nothing more nothing less. It ends when the soldiers finally go to war, kind of disappointing since witnessing the characters in action would have served as a supurb payoff. <br /><br /> Shot on location in about 28 days using 16mm stock and a minuscule budget, Joel Schumacher accurately displays a gritty, perverse, cruel, and unmerciful atmosphere using hand-held cinematography, unique lighting techniques and direct sound. Schumacher's grainy and blown-out images make the movie feel like a documentary feature. This unusual style of filmmaking only contributes to the hard core realism of the movie, quite graphic in its use of coarse language, perhaps a little too disturbing. Waves of four-letter words pound the audience, some in shock of what they are hearing. Even the extreme amount of vulgarism does not keep the dialogue from prevailing as heartbreaking, true, and emotional.<br /><br />	If anything, ""Tigerland"" provides us with a minor appreciation of how much our soldiers go through for our country in the beginning stages of combat. Such bravery must it take to enlist in the army during times of war, knowing the hardships and risks that are being taken. Such thought-provoking ideas are made possible through the heartbreaking performances by the young aspiring actors who portray the various trainees. This movie is not for all audiences, but one that young men should take a look at before enlisting themselves in the army...and adult audiences should watch to appreciate the courage needed to do such. <br /><br />",tigerland out of four by blake french throughout the years audiences have seen and understood war films with every point of view possible and somehow producers and writers always come up with new and innovative methods of portraying various soldiers on the battlefield joel schumacher mm a time to kill easily one of the riskiest directors currently working has found resemblance with the thin red line in the way his new drama tigerland steps in an individual soldier s shoes this movie written by ross klavan and michael mcguther has more guts and irony than the thin red line or even saving private ryan although the movie s dramatic impact is somewhat lessened due to the perversity of the material present it certainly enlightens us on a new perspective of young men training for war i would want to know joel schumacher s experiences with the army are the men really this unabashed and brutal i am sure some of them are but the movie views its uncompromising world through the eyes of a young man named roland bozz colin farrell who is rebellious against the ideas of war his personality instantly counteracts with several other characters one who becomes his best friend paxton matthew davis and another wilson russell richardson whose flamed temper often exasperates bozz s tension with the idea of going to war the war depicted in this production is not found on a battlefield but on training grounds of a louisiana based instruction camp between conceptions and fears of the soldiers in training this film is specifically about the preparation for war nothing more nothing less it ends when the soldiers finally go to war kind of disappointing since witnessing the characters in action would have served as a supurb payoff shot on location in about days using mm stock and a minuscule budget joel schumacher accurately displays a gritty perverse cruel and unmerciful atmosphere using hand held cinematography unique lighting techniques and direct sound schumacher s grainy and blown out images make the movie feel like a documentary feature this unusual style of filmmaking only contributes to the hard core realism of the movie quite graphic in its use of coarse language perhaps a little too disturbing waves of four letter words pound the audience some in shock of what they are hearing even the extreme amount of vulgarism does not keep the dialogue from prevailing as heartbreaking true and emotional if anything tigerland provides us with a minor appreciation of how much our soldiers go through for our country in the beginning stages of combat such bravery must it take to enlist in the army during times of war knowing the hardships and risks that are being taken such thought provoking ideas are made possible through the heartbreaking performances by the young aspiring actors who portray the various trainees this movie is not for all audiences but one that young men should take a look at before enlisting themselves in the army and adult audiences should watch to appreciate the courage needed to do such,1,positive,-0.9957,0.072,0.164,negative
"Holes (2003, Dir Andrew Davis) <br /><br />When Stanley Yelnats IV is wrongfully convicted of stealing, he is sent to 'Camp Green Lake'. At this camp, the Warden, and her two henchman, Mr. Sir and Dr. Pendanski command the campmates to dig holes after hole after hole. But for what reason? Stanley plans to find out.<br /><br />I never really had any intention in watching 'Holes', and i must admit, i only really watched the film, because i'm such a fan of Shia LaBeouf, but even if you are not a fan of him, then it doesn't matter. 'Holes' is one of those Disney film that the whole family can enjoy. The story is lovely written and incorporates a wonderful idea of including flashbacks to the past. These are not distracting and really gives a great back story. All the cast are great. The young stars act well and the addition of Jon Voight and Sigourney Weaver are a joy. Shia LaBeouf shows that even at 17, he can act without any flaws. This is one Disney film, you definitely would enjoy as a family.<br /><br />""I learn from failure."" - Stanley Yelnats III (Henry Winkler)",holes dir andrew davis when stanley yelnats iv is wrongfully convicted of stealing he is sent to camp green lake at this camp the warden and her two henchman mr sir and dr pendanski command the campmates to dig holes after hole after hole but for what reason stanley plans to find out i never really had any intention in watching holes and i must admit i only really watched the film because i m such a fan of shia labeouf but even if you are not a fan of him then it doesn t matter holes is one of those disney film that the whole family can enjoy the story is lovely written and incorporates a wonderful idea of including flashbacks to the past these are not distracting and really gives a great back story all the cast are great the young stars act well and the addition of jon voight and sigourney weaver are a joy shia labeouf shows that even at he can act without any flaws this is one disney film you definitely would enjoy as a family i learn from failure stanley yelnats iii henry winkler,1,positive,0.9949,0.231,0.015,positive
"1st watched 8/29/2009 - 7 out of 10 (Dir-Sidney Franklin): Well told account of farmers in China and their rise to prominence and struggles with what Mother nature throws at them. This movie is based on an award winning novel and chronicles a family starting with the son's arranged marriage to a slave girl. The movie does a good job of keeping your interest despite a somewhat hammy performance by the lead played by Paul Muni. It chronicles , Wong Long(the character played by Muni) and how he works the land, buys more land, eventually becomes very rich but then returns to the land where he originally started. The relationship between him and his wife, played by Luise Rainer, is the main thread of the story(besides the land itself) and despite the obvious non-Chinese actors it does a pretty good job of displaying the country and it's people. It's obvious that MGM used it's money to create a really good epic with this one in an era where they could probably afford it. The scene with the locusts is done exceedingly well and the rest of th movie really looks good warranting the Best Cinematography award at the Oscars in that year. The definitive definition of an epic is what this story is and it's pulled off pretty well.",st watched out of dir sidney franklin well told account of farmers in china and their rise to prominence and struggles with what mother nature throws at them this movie is based on an award winning novel and chronicles a family starting with the son s arranged marriage to a slave girl the movie does a good job of keeping your interest despite a somewhat hammy performance by the lead played by paul muni it chronicles wong long the character played by muni and how he works the land buys more land eventually becomes very rich but then returns to the land where he originally started the relationship between him and his wife played by luise rainer is the main thread of the story besides the land itself and despite the obvious non chinese actors it does a pretty good job of displaying the country and it s people it s obvious that mgm used it s money to create a really good epic with this one in an era where they could probably afford it the scene with the locusts is done exceedingly well and the rest of th movie really looks good warranting the best cinematography award at the oscars in that year the definitive definition of an epic is what this story is and it s pulled off pretty well,1,positive,0.995,0.237,0.007,positive
